node_id,day,tilt_deg,displacement_mm,strain_microstrain,vibration_mms,risk_score_reference,status_reference
Node03,125,0.965,0.263,24.43,0.606,15.3,NORMAL
Node03,126,0.92,0.579,26.35,0.529,16.3,NORMAL
Node03,127,1.001,0.417,21.67,0.551,14.8,NORMAL
Node03,128,0.953,0.87,28.52,0.552,18.0,NORMAL
Node03,129,0.996,0.87,19.12,0.56,15.3,NORMAL
Node03,130,0.998,0.012,29.41,0.533,16.1,NORMAL
Node03,131,1.261,0.272,30.87,0.37,18.0,NORMAL
Node03,132,1.069,0.723,27.62,0.38,17.3,NORMAL
Node03,133,1.079,0.391,29.5,0.996,19.1,NORMAL
Node03,134,0.891,0.548,28.23,0.578,16.8,NORMAL
Node03,135,1.047,0.0,22.88,0.484,14.1,NORMAL
Node03,136,1.137,0.224,25.06,0.534,16.0,NORMAL
Node03,137,0.872,0.279,23.61,0.135,13.0,NORMAL
Node03,138,0.778,0.287,26.45,0.465,14.6,NORMAL
Node03,139,0.896,0.498,20.45,0.504,14.0,NORMAL
Node03,140,0.947,0.195,28.27,0.835,17.0,NORMAL
Node03,141,0.894,0.062,25.31,0.774,15.2,NORMAL
Node03,142,0.941,0.663,24.61,0.55,16.2,NORMAL
Node03,143,0.97,0.613,26.91,0.53,16.8,NORMAL
Node03,144,0.904,0.056,25.49,0.752,15.2,NORMAL
Node03,145,0.895,0.54,25.43,0.399,15.3,NORMAL
Node03,146,0.954,0.736,30.72,0.41,17.9,NORMAL
Node03,147,0.93,0.404,29.73,0.418,16.6,NORMAL
Node03,148,0.88,0.45,21.92,0.703,14.9,NORMAL
Node03,149,0.904,0.178,17.51,0.623,12.6,NORMAL
Node03,150,1.063,0.255,22.45,0.494,14.8,NORMAL
Node03,151,0.939,0.256,24.73,0.412,14.6,NORMAL
Node03,152,0.812,0.212,32.47,0.055,15.1,NORMAL
Node03,153,0.915,0.536,23.69,0.518,15.3,NORMAL
Node03,154,0.932,0.615,24.14,0.573,15.9,NORMAL
Node03,155,0.93,0.048,21.5,0.29,12.5,NORMAL
Node03,156,1.041,0.237,29.34,0.149,15.6,NORMAL
Node03,157,1.02,0.629,23.6,0.632,16.4,NORMAL
Node03,158,1.061,0.281,24.13,0.692,16.0,NORMAL
Node03,159,0.83,0.169,25.39,0.422,14.0,NORMAL
Node03,160,0.769,0.607,22.09,0.61,14.5,NORMAL
Node03,161,0.899,0.55,29.26,0.222,16.0,NORMAL
Node03,162,0.918,0.262,21.82,0.31,13.2,NORMAL
Node03,163,0.985,0.188,26.88,0.468,15.5,NORMAL
Node03,164,0.834,0.473,22.83,0.288,13.7,NORMAL
Node03,165,0.859,0.25,27.64,0.562,15.6,NORMAL
Node03,166,0.94,0.391,24.5,0.495,15.2,NORMAL
Node03,167,0.898,0.241,21.84,0.119,12.4,NORMAL
Node03,168,0.982,0.467,25.06,0.711,16.5,NORMAL
Node03,169,0.958,0.473,28.8,0.538,17.0,NORMAL
Node03,170,0.984,0.384,24.62,0.277,14.7,NORMAL
Node03,171,0.902,0.201,18.5,0.469,12.5,NORMAL
Node03,172,0.863,0.416,23.8,0.493,14.6,NORMAL
Node03,173,1.054,0.217,23.65,0.442,14.8,NORMAL
Node03,174,0.759,0.141,24.21,0.366,13.1,NORMAL
Node03,175,0.892,0.644,20.61,0.558,14.6,NORMAL
Node03,176,0.978,0.249,28.81,0.781,17.3,NORMAL
Node03,177,0.801,0.211,23.0,0.283,12.8,NORMAL
Node03,178,0.982,0.209,24.57,0.515,15.0,NORMAL
Node03,179,1.008,0.0,21.56,0.497,13.5,NORMAL
Node03,180,0.984,0.475,28.15,0.359,16.3,NORMAL
Node03,181,0.78,0.104,27.92,0.469,14.6,NORMAL
Node03,182,0.888,0.565,26.57,0.502,16.1,NORMAL
Node03,183,1.042,0.542,23.38,0.427,15.5,NORMAL
Node03,184,0.868,0.266,16.84,0.508,12.1,NORMAL
Node03,185,0.932,0.311,22.57,0.537,14.4,NORMAL
Node03,186,0.979,0.41,29.26,0.179,15.9,NORMAL
Node03,187,0.921,0.514,28.18,0.72,17.3,NORMAL
Node03,188,0.863,0.514,28.6,0.444,16.3,NORMAL
Node03,189,0.804,0.207,29.11,0.446,15.3,NORMAL
Node03,190,1.034,0.116,23.58,0.701,15.3,NORMAL
Node03,191,0.758,0.436,25.92,0.114,13.6,NORMAL
Node03,192,0.869,0.19,28.18,0.35,14.9,NORMAL
Node03,193,0.897,0.462,16.87,0.715,13.5,NORMAL
Node03,194,0.797,0.38,24.43,0.48,14.4,NORMAL
Node03,195,0.987,0.08,23.58,0.524,14.3,NORMAL
Node03,196,0.865,0.489,24.63,0.379,14.7,NORMAL
Node03,197,0.923,0.349,22.37,0.627,14.7,NORMAL
Node03,198,1.155,0.435,23.73,0.536,16.3,NORMAL
Node03,199,0.825,0.368,24.17,0.453,14.3,NORMAL
Node03,200,0.9,0.2,24.29,0.193,13.4,NORMAL
Node03,201,0.807,0.386,27.93,0.356,15.1,NORMAL
Node03,202,0.801,0.334,26.97,0.599,15.4,NORMAL
Node03,203,0.923,0.479,20.06,0.798,14.9,NORMAL
Node03,204,0.987,0.265,29.71,0.331,16.2,NORMAL
Node03,205,0.903,0.723,29.83,0.496,17.6,NORMAL
Node03,206,1.023,0.174,24.29,0.486,14.9,NORMAL
Node03,207,0.872,0.0,24.12,0.348,13.1,NORMAL
Node03,208,0.814,0.795,27.34,0.276,15.8,NORMAL
Node03,209,0.834,0.429,26.5,0.751,16.2,NORMAL
Node03,210,0.992,0.366,27.23,0.515,16.3,NORMAL
Node03,211,0.926,0.388,18.45,0.421,12.9,NORMAL
Node03,212,0.979,0.348,26.06,0.482,15.7,NORMAL
Node03,213,0.924,0.485,32.45,0.859,19.1,NORMAL
Node03,214,0.911,0.676,28.29,0.45,16.9,NORMAL
Node03,215,0.887,0.226,18.99,0.474,12.6,NORMAL
Node03,216,0.838,0.07,21.41,0.678,13.4,NORMAL
Node03,217,1.13,0.12,22.82,0.144,13.7,NORMAL
Node03,218,0.776,0.439,35.43,0.277,17.2,NORMAL
Node03,219,0.835,0.504,27.67,0.678,16.6,NORMAL
Node03,220,0.921,0.514,26.44,0.228,15.1,NORMAL
Node03,221,0.865,0.628,28.15,0.804,17.6,NORMAL
Node03,222,0.749,0.005,29.16,0.405,14.3,NORMAL
Node03,223,0.836,0.56,32.46,0.564,17.9,NORMAL
Node03,224,0.819,0.0,20.44,0.621,12.6,NORMAL
Node03,225,0.806,0.284,26.9,0.629,15.4,NORMAL
Node03,226,0.763,0.271,32.94,0.617,17.0,NORMAL
Node03,227,0.811,0.779,24.35,0.446,15.4,NORMAL
Node03,228,0.828,0.45,24.98,0.867,16.2,NORMAL
Node03,229,0.853,0.499,28.52,0.673,16.9,NORMAL
Node03,230,0.888,0.378,27.84,0.429,15.7,NORMAL
Node03,231,0.743,0.253,25.99,0.484,14.2,NORMAL
Node03,232,0.866,0.294,20.93,0.278,12.7,NORMAL
Node03,233,0.946,0.245,22.92,0.374,13.9,NORMAL
Node03,234,0.947,0.29,25.7,0.526,15.4,NORMAL
Node03,235,0.979,0.199,32.47,0.54,17.5,NORMAL
Node03,236,0.908,0.083,22.74,0.339,13.1,NORMAL
Node03,237,0.864,0.5,26.74,0.455,15.7,NORMAL
Node03,238,0.836,0.323,29.8,0.444,16.0,NORMAL
Node03,239,0.835,0.067,25.42,0.847,15.2,NORMAL
Node03,240,0.793,0.484,24.48,0.681,15.3,NORMAL
Node03,241,0.788,0.0,28.27,0.475,14.4,NORMAL
Node03,242,0.809,0.196,27.06,0.523,14.9,NORMAL
Node03,243,0.889,0.459,28.16,0.362,15.8,NORMAL
Node03,244,0.861,0.236,24.99,0.654,15.0,NORMAL
Node03,245,1.028,0.2,26.7,0.555,16.0,NORMAL
Node03,246,0.865,0.473,27.59,0.492,16.0,NORMAL
Node03,247,0.872,0.61,25.41,0.714,16.5,NORMAL
Node03,248,0.938,0.445,21.51,0.161,13.3,NORMAL
Node03,249,0.818,0.538,26.69,0.445,15.5,NORMAL
Node03,250,0.938,0.107,26.01,0.429,14.6,NORMAL
Node03,251,0.798,0.0,28.19,0.156,13.4,NORMAL
Node03,252,0.994,0.586,24.86,0.571,16.4,NORMAL
Node03,253,0.733,0.395,22.4,0.537,13.6,NORMAL
Node03,254,0.99,0.384,25.27,0.515,15.7,NORMAL
Node03,255,0.679,0.304,25.25,0.375,13.5,NORMAL
Node03,256,0.897,0.024,19.54,0.529,12.5,NORMAL
Node03,257,0.975,0.427,23.09,1.066,16.9,NORMAL
Node03,258,0.769,0.312,27.9,0.311,14.6,NORMAL
Node03,259,0.822,0.237,29.03,0.425,15.4,NORMAL
Node03,260,0.816,0.67,26.97,0.726,16.9,NORMAL
Node03,261,0.892,0.059,23.94,0.286,13.1,NORMAL
Node03,262,0.838,0.495,23.38,0.515,14.7,NORMAL
Node03,263,0.897,0.431,23.2,0.388,14.3,NORMAL
Node03,264,1.025,0.466,24.45,0.75,16.6,NORMAL
Node03,265,0.835,0.429,29.8,0.349,15.9,NORMAL
Node03,266,0.837,0.03,27.79,0.069,13.3,NORMAL
Node03,267,0.752,0.476,18.56,0.392,12.3,NORMAL
Node03,268,0.719,0.389,28.13,0.663,15.8,NORMAL
Node03,269,0.794,0.259,24.97,0.462,14.1,NORMAL
Node03,270,0.905,0.205,24.26,0.516,14.5,NORMAL
Node03,271,0.868,0.443,26.92,0.684,16.4,NORMAL
Node03,272,0.87,0.164,21.33,0.092,11.8,NORMAL
Node03,273,0.953,0.08,19.32,0.628,13.2,NORMAL
Node03,274,0.853,0.288,20.86,0.525,13.4,NORMAL
Node03,275,0.9,0.584,28.41,0.389,16.4,NORMAL
Node03,276,0.947,0.483,24.78,0.787,16.5,NORMAL
Node03,277,0.948,0.287,26.46,0.435,15.3,NORMAL
Node03,278,0.96,0.425,23.19,0.829,16.1,NORMAL
Node03,279,0.885,0.306,23.36,0.307,13.7,NORMAL
Node03,280,0.899,0.294,27.81,0.121,14.5,NORMAL
Node03,281,0.849,0.172,29.64,0.623,16.2,NORMAL
Node03,282,0.753,0.343,26.28,0.492,14.7,NORMAL
Node03,283,0.859,0.324,26.58,0.315,14.6,NORMAL
Node03,284,0.833,0.407,25.4,0.615,15.4,NORMAL
Node03,285,0.804,0.5,26.09,0.533,15.4,NORMAL
Node03,286,0.841,0.038,20.91,0.561,12.8,NORMAL
Node03,287,0.775,0.339,23.71,0.69,14.6,NORMAL
Node03,288,0.865,0.227,24.52,0.698,15.0,NORMAL
Node03,289,0.844,0.384,22.6,0.446,13.9,NORMAL
Node03,290,0.937,0.375,29.43,0.33,16.1,NORMAL
Node03,291,0.726,0.356,29.06,0.568,15.7,NORMAL
Node03,292,0.839,0.226,25.3,0.487,14.4,NORMAL
Node03,293,0.816,0.026,29.72,0.169,14.1,NORMAL
Node03,294,0.851,0.174,25.26,0.285,13.7,NORMAL
Node03,295,0.815,0.173,21.3,0.197,11.9,NORMAL
Node03,296,0.866,0.479,24.17,0.815,16.0,NORMAL
Node03,297,0.926,0.128,30.66,0.745,17.2,NORMAL
Node03,298,0.843,0.594,25.76,0.437,15.5,NORMAL
Node03,299,0.81,0.371,26.89,0.61,15.6,NORMAL
Node03,300,0.782,0.327,15.96,0.722,12.3,NORMAL
Node03,301,0.859,0.422,24.81,0.368,14.5,NORMAL
Node03,302,0.808,0.579,31.31,0.459,17.1,NORMAL
Node03,303,0.767,0.469,19.9,0.393,12.7,NORMAL
Node03,304,0.712,0.368,28.77,0.395,15.0,NORMAL
Node03,305,0.967,0.037,30.95,0.619,16.8,NORMAL
Node03,306,0.864,0.341,27.41,0.395,15.2,NORMAL
Node03,307,0.756,0.484,21.22,0.642,14.0,NORMAL
Node03,308,0.826,0.556,30.17,0.677,17.5,NORMAL
Node03,309,1.166,0.607,28.55,0.631,18.6,NORMAL
Node03,310,0.806,0.454,27.01,0.71,16.2,NORMAL
Node03,311,0.785,0.0,20.73,0.582,12.4,NORMAL
Node03,312,0.795,0.033,23.28,0.661,13.6,NORMAL
Node03,313,0.953,0.05,29.5,0.443,15.7,NORMAL
Node03,314,0.922,0.285,25.33,0.541,15.2,NORMAL
Node03,315,0.895,0.0,20.52,0.323,12.0,NORMAL
Node03,316,0.872,0.523,26.49,0.389,15.5,NORMAL
Node03,317,0.819,0.097,23.48,0.376,13.0,NORMAL
Node03,318,1.033,0.356,24.1,0.444,15.2,NORMAL
Node03,319,0.97,0.118,23.79,0.351,13.9,NORMAL
Node03,320,0.948,0.531,25.14,0.452,15.7,NORMAL
Node03,321,0.872,0.544,28.71,0.675,17.2,NORMAL
Node03,322,0.717,0.343,30.35,0.535,15.9,NORMAL
Node03,323,0.989,0.648,18.61,0.26,13.5,NORMAL
Node03,324,0.756,0.29,21.99,0.757,14.1,NORMAL
Node03,325,0.69,0.743,27.66,0.0,14.2,NORMAL
Node03,326,0.963,0.416,29.25,0.721,17.6,NORMAL
Node03,327,0.975,0.451,27.67,0.465,16.4,NORMAL
Node03,328,1.016,0.007,24.75,0.524,14.7,NORMAL
Node03,329,0.736,0.0,23.84,0.336,12.3,NORMAL
Node03,330,0.998,0.19,30.31,0.586,17.0,NORMAL
Node03,331,0.935,0.689,17.06,0.455,13.5,NORMAL
Node03,332,0.86,0.418,22.55,0.744,15.1,NORMAL
Node03,333,0.879,0.0,25.35,0.507,14.1,NORMAL
Node03,334,0.902,0.173,28.01,0.887,16.8,NORMAL
Node03,335,0.899,0.418,26.67,0.661,16.3,NORMAL
Node03,336,0.96,0.23,21.8,0.566,14.2,NORMAL
Node03,337,0.817,0.257,23.7,0.242,13.1,NORMAL
Node03,338,0.989,0.807,29.27,0.475,18.0,NORMAL
Node03,339,0.962,0.369,18.52,0.315,12.7,NORMAL
Node03,340,0.802,0.138,26.13,0.685,14.9,NORMAL
Node03,341,1.05,0.113,22.34,0.368,13.8,NORMAL
Node03,342,0.953,0.481,23.24,0.382,14.7,NORMAL
Node03,343,0.879,0.38,26.36,0.623,15.9,NORMAL
Node03,344,0.747,0.553,26.79,0.0,13.7,NORMAL
Node03,345,0.84,0.303,25.05,0.492,14.6,NORMAL
Node03,346,0.898,0.295,27.67,0.377,15.3,NORMAL
Node03,347,1.027,0.237,26.87,0.574,16.2,NORMAL
Node03,348,0.853,0.31,22.53,0.893,15.2,NORMAL
Node03,349,0.995,0.423,23.84,0.694,16.0,NORMAL
Node03,350,0.849,0.403,29.95,0.415,16.2,NORMAL
Node03,351,0.903,0.226,29.21,0.15,14.9,NORMAL
Node03,352,1.024,0.224,29.92,0.452,16.7,NORMAL
Node03,353,0.881,0.331,28.64,0.623,16.4,NORMAL
Node03,354,0.747,0.515,20.46,0.346,12.8,NORMAL
Node03,355,0.818,0.028,26.43,0.672,14.8,NORMAL
Node03,356,0.807,0.38,26.35,0.462,15.0,NORMAL
Node03,357,0.951,0.302,25.35,0.331,14.7,NORMAL
Node03,358,0.86,0.596,29.92,0.863,18.3,NORMAL
Node03,359,0.981,0.256,27.01,0.468,15.7,NORMAL
Node03,360,0.907,0.66,25.3,0.577,16.3,NORMAL
Node03,361,0.976,0.523,27.12,0.286,15.8,NORMAL
Node03,362,0.961,0.177,23.32,0.581,14.6,NORMAL
Node03,363,1.028,0.356,20.75,0.39,14.0,NORMAL
Node03,364,0.971,0.416,20.93,0.503,14.3,NORMAL
Node03,365,0.894,0.54,28.37,0.517,16.7,NORMAL
Node04,1,1.094,1.698,24.04,0.69,20.1,NORMAL
Node04,2,0.958,1.727,23.04,0.327,18.0,NORMAL
Node04,3,0.944,1.672,20.69,0.447,17.4,NORMAL
Node04,4,1.112,1.696,20.74,0.421,18.2,NORMAL
Node04,5,0.884,1.778,20.34,1.195,19.8,NORMAL
Node04,6,1.023,1.604,19.55,0.406,17.1,NORMAL
Node04,7,1.021,1.603,22.23,0.633,18.7,NORMAL
Node04,8,1.036,1.741,21.39,0.369,18.0,NORMAL
Node04,9,0.902,1.474,20.77,0.628,17.3,NORMAL
Node04,10,0.997,1.546,22.76,0.306,17.5,NORMAL
Node04,11,0.912,1.553,20.55,0.479,17.0,NORMAL
Node04,12,0.909,1.473,22.16,0.545,17.5,NORMAL
Node04,13,1.04,1.769,21.66,0.841,19.8,NORMAL
Node04,14,0.992,1.667,23.49,0.571,18.9,NORMAL
Node04,15,0.998,1.673,20.0,0.624,18.0,NORMAL
Node04,16,0.996,1.73,23.61,0.645,19.4,NORMAL
Node04,17,1.035,1.723,21.95,0.824,19.6,NORMAL
Node04,18,0.875,1.618,20.65,0.577,17.3,NORMAL
Node04,19,1.006,1.688,24.6,0.549,19.3,NORMAL
Node04,20,1.087,1.626,20.94,0.299,17.6,NORMAL
Node04,21,1.132,1.539,21.29,0.944,19.8,NORMAL
Node04,22,1.056,1.681,21.68,0.274,17.7,NORMAL
Node04,23,1.059,1.804,20.78,0.403,18.2,NORMAL
Node04,24,1.157,1.631,23.16,0.941,20.8,NORMAL
Node04,25,0.97,1.667,20.85,0.062,16.3,NORMAL
Node04,26,1.136,1.752,21.78,0.586,19.4,NORMAL
Node04,27,0.995,1.497,21.31,0.35,17.0,NORMAL
Node04,28,0.966,1.809,21.04,0.283,17.4,NORMAL
Node04,29,1.057,1.733,24.66,0.549,19.7,NORMAL
Node04,30,0.942,1.563,23.68,0.366,17.8,NORMAL
Node04,31,1.083,1.909,20.27,0.2,17.8,NORMAL
Node04,32,1.034,1.671,23.67,0.179,17.9,NORMAL
Node04,33,1.097,1.643,20.01,0.445,17.9,NORMAL
Node04,34,1.09,1.899,21.57,0.632,19.6,NORMAL
Node04,35,0.955,1.808,22.65,0.803,19.6,NORMAL
Node04,36,0.956,1.531,20.11,0.843,18.2,NORMAL
Node04,37,1.025,1.445,21.52,0.659,18.1,NORMAL
Node04,38,1.11,1.728,20.71,0.459,18.4,NORMAL
Node04,39,0.913,1.483,23.51,0.668,18.3,NORMAL
Node04,40,1.048,1.443,21.3,0.417,17.4,NORMAL
Node04,41,1.189,1.592,20.61,0.258,17.7,NORMAL
Node04,42,1.003,1.604,22.39,0.887,19.5,NORMAL
Node04,43,1.026,1.401,24.27,0.337,17.8,NORMAL
Node04,44,1.014,1.6,23.27,0.517,18.6,NORMAL
Node04,45,1.11,1.629,22.94,0.275,18.2,NORMAL
Node04,46,0.994,1.594,22.22,0.15,16.9,NORMAL
Node04,47,0.984,1.829,24.6,0.812,20.5,NORMAL
Node04,48,1.168,1.785,25.46,0.619,20.9,NORMAL
Node04,49,1.056,1.635,23.46,0.576,19.2,NORMAL
Node04,50,2.737,1.63,22.96,0.334,26.6,WATCH
Node04,51,1.25,1.497,23.04,0.541,19.5,NORMAL
Node04,52,1.161,1.561,22.94,0.411,18.8,NORMAL
Node04,53,1.129,1.634,23.34,0.648,19.7,NORMAL
Node04,54,1.195,1.936,23.32,0.48,20.3,NORMAL
Node04,55,1.189,1.855,23.26,0.333,19.5,NORMAL
Node04,56,1.222,1.809,19.83,0.284,18.3,NORMAL
Node04,57,1.199,1.767,24.63,0.247,19.5,NORMAL
Node04,58,1.005,1.661,23.43,1.016,20.4,NORMAL
Node04,59,1.123,1.754,22.4,0.651,19.7,NORMAL
Node04,60,1.125,1.587,23.51,0.546,19.3,NORMAL
Node04,61,1.111,1.866,23.57,0.575,20.1,NORMAL
Node04,62,1.147,1.635,21.83,0.09,17.5,NORMAL
Node04,63,1.095,1.808,24.91,0.25,19.2,NORMAL
Node04,64,1.241,1.652,22.9,0.65,20.2,NORMAL
Node04,65,1.073,1.755,21.77,0.896,20.1,NORMAL
Node04,66,1.218,1.658,25.24,0.459,20.2,NORMAL
Node04,67,1.162,1.427,23.44,0.317,18.2,NORMAL
Node04,68,1.04,1.479,24.09,0.406,18.3,NORMAL
Node04,69,1.143,1.801,25.52,0.328,19.9,NORMAL
Node04,70,1.098,1.556,24.03,0.389,18.7,NORMAL
Node04,71,1.187,1.635,20.36,0.488,18.5,NORMAL
Node04,72,1.208,1.817,21.83,0.872,20.9,NORMAL
Node04,73,1.218,1.675,25.28,0.475,20.3,NORMAL
Node04,74,1.176,1.648,20.95,0.507,18.8,NORMAL
Node04,75,1.033,1.83,25.52,0.232,19.1,NORMAL
Node04,76,1.113,1.706,23.98,0.073,18.1,NORMAL
Node04,77,1.122,1.502,22.74,0.25,17.8,NORMAL
Node04,78,1.016,1.505,23.73,0.337,17.9,NORMAL
Node04,79,1.222,1.605,26.75,0.451,20.5,NORMAL
Node04,80,1.059,1.735,23.96,0.602,19.7,NORMAL
Node04,81,1.046,1.592,22.54,0.205,17.5,NORMAL
Node04,82,1.103,1.731,23.55,0.652,19.9,NORMAL
Node04,83,1.026,1.701,25.17,0.679,20.1,NORMAL
Node04,84,1.069,1.672,24.55,0.475,19.3,NORMAL
Node04,85,0.991,1.758,25.09,0.544,19.6,NORMAL
Node04,86,1.028,1.449,22.8,0.458,17.9,NORMAL
Node04,87,1.077,1.733,26.28,0.463,20.0,NORMAL
Node04,88,1.166,1.724,25.03,0.595,20.5,NORMAL
Node04,89,1.093,1.571,23.06,0.329,18.2,NORMAL
Node04,90,1.152,1.847,24.56,0.254,19.5,NORMAL
Node04,91,1.127,1.968,23.27,0.502,20.1,NORMAL
Node04,92,1.166,1.71,26.21,0.236,19.6,NORMAL
Node04,93,1.169,1.574,23.38,0.618,19.7,NORMAL
Node04,94,0.985,1.913,23.89,0.607,19.8,NORMAL
Node04,95,0.983,1.682,25.2,0.725,20.0,NORMAL
Node04,96,1.121,1.672,24.39,0.603,20.0,NORMAL
Node04,97,1.27,1.65,22.02,0.771,20.5,NORMAL
Node04,98,1.089,1.866,24.3,0.452,19.8,NORMAL
Node04,99,1.062,1.657,26.35,0.641,20.4,NORMAL
Node04,100,1.034,1.7,26.52,0.691,20.6,NORMAL
Node04,101,1.104,1.721,24.29,0.499,19.6,NORMAL
Node04,102,0.997,1.495,26.93,0.313,18.7,NORMAL
Node04,103,1.13,1.652,21.71,0.692,19.4,NORMAL
Node04,104,1.073,1.526,25.47,0.65,19.8,NORMAL
Node04,105,1.008,1.737,22.24,0.549,18.7,NORMAL
Node04,106,1.087,1.735,24.51,0.301,19.0,NORMAL
Node04,107,1.119,1.861,23.28,0.53,19.9,NORMAL
Node04,108,1.121,1.935,23.41,0.558,20.2,NORMAL
Node04,109,1.206,1.885,24.16,0.54,20.7,NORMAL
Node04,110,1.134,1.865,21.74,0.318,18.8,NORMAL
Node04,111,1.14,1.682,25.33,0.371,19.6,NORMAL
Node04,112,1.226,1.741,24.25,0.376,19.9,NORMAL
Node04,113,1.095,1.743,23.26,0.607,19.7,NORMAL
Node04,114,0.988,1.716,25.13,0.656,19.8,NORMAL
Node04,115,1.189,1.811,24.91,0.389,20.1,NORMAL
Node04,116,1.194,1.717,23.67,0.605,20.2,NORMAL
Node04,117,1.053,1.788,24.24,0.373,19.1,NORMAL
Node04,118,1.059,1.693,24.36,0.592,19.7,NORMAL
Node04,119,1.14,1.599,22.74,0.51,19.0,NORMAL
Node04,120,0.894,1.713,26.14,0.383,18.8,NORMAL
Node04,121,1.132,1.435,24.17,0.143,17.8,NORMAL
Node04,122,1.069,1.805,24.72,0.104,18.5,NORMAL
Node04,123,1.071,1.68,25.1,0.561,19.8,NORMAL
Node04,124,1.26,1.78,26.97,0.646,21.9,NORMAL
Node04,125,1.337,1.747,27.36,0.842,23.0,NORMAL
Node04,126,1.47,1.839,28.11,0.974,24.6,NORMAL
Node04,127,1.561,2.224,25.55,0.632,24.2,NORMAL
Node04,128,1.93,2.435,31.64,0.945,29.6,WATCH
Node04,129,1.828,2.538,33.22,0.932,29.8,WATCH
Node04,130,2.042,3.14,32.22,0.835,31.9,WATCH
Node04,131,2.383,3.179,33.02,0.567,33.1,WATCH
Node04,132,2.326,3.439,37.69,0.756,35.6,WATCH
Node04,133,2.355,3.993,37.54,1.03,38.2,WATCH
Node04,134,2.302,4.271,35.26,0.884,37.5,WATCH
Node04,135,2.62,4.201,35.62,0.943,39.2,WATCH
Node04,136,2.905,3.956,48.0,1.486,45.6,WATCH
Node04,137,2.942,4.786,46.64,1.075,46.3,WATCH
Node04,138,3.407,5.227,49.72,0.894,50.2,WARNING
Node04,139,2.628,4.975,42.41,1.506,45.4,WATCH
Node04,140,3.173,4.557,49.9,0.997,47.6,WATCH
Node04,141,3.508,4.939,53.86,1.036,51.7,WARNING
Node04,142,3.456,5.592,47.85,1.289,52.2,WARNING
Node04,143,4.514,6.422,53.7,1.553,62.5,WARNING
Node04,144,4.565,5.101,51.13,1.702,58.8,WARNING
Node04,145,5.116,6.831,63.08,1.697,70.1,WARNING
Node04,146,3.908,5.946,61.59,1.784,61.5,WARNING
Node04,147,5.674,5.983,55.0,1.949,68.9,WARNING
Node04,148,5.608,7.217,70.21,1.038,73.7,WARNING
Node04,149,5.656,8.254,61.28,2.599,79.2,CRITICAL
Node04,150,4.529,7.955,62.96,1.168,68.5,WARNING
Node04,151,5.183,9.721,78.8,2.514,84.2,CRITICAL
Node04,152,6.995,8.115,78.96,1.969,84.0,CRITICAL
Node04,153,5.557,7.498,80.68,2.152,81.3,CRITICAL
Node04,154,7.443,10.662,90.79,1.533,88.8,CRITICAL
Node04,155,5.139,10.67,82.71,2.996,86.8,CRITICAL
Node04,156,7.553,9.805,79.38,2.127,87.2,CRITICAL
Node04,157,5.589,10.311,86.64,2.565,88.9,CRITICAL
Node04,158,5.761,8.679,103.98,2.11,89.9,CRITICAL
Node04,159,6.289,10.83,76.24,3.602,91.1,CRITICAL
Node04,160,8.779,13.69,80.7,3.803,93.2,CRITICAL
Node04,161,7.507,13.133,90.15,2.668,92.4,CRITICAL
Node04,162,7.315,10.068,96.08,2.459,93.2,CRITICAL
Node04,163,8.066,9.967,100.39,3.749,97.5,CRITICAL
Node04,164,9.689,15.009,95.44,3.986,98.3,CRITICAL
Node04,165,8.144,15.373,110.92,1.694,90.6,CRITICAL
Node04,166,11.545,16.928,122.49,5.226,100.0,CRITICAL
Node04,167,10.498,16.985,109.81,3.412,96.4,CRITICAL
Node04,168,7.989,17.625,111.99,1.958,91.5,CRITICAL
Node04,169,8.216,12.131,98.04,3.227,95.8,CRITICAL
Node04,170,8.687,16.466,105.74,3.556,96.9,CRITICAL
Node04,171,12.377,13.865,152.25,5.957,100.0,CRITICAL
Node04,172,10.481,18.991,143.56,4.694,100.0,CRITICAL
Node04,173,11.24,15.115,140.24,3.812,97.7,CRITICAL
Node04,174,14.56,20.269,129.37,2.953,94.8,CRITICAL
Node04,175,13.532,14.403,175.18,4.431,99.8,CRITICAL
Node04,176,10.336,22.852,177.12,3.258,95.9,CRITICAL
Node04,177,11.962,18.155,167.31,6.896,100.0,CRITICAL
Node04,178,12.901,15.691,172.38,5.737,100.0,CRITICAL
Node04,179,16.835,17.453,130.93,3.206,95.7,CRITICAL
Node04,180,14.344,22.015,195.85,5.122,100.0,CRITICAL
Node04,181,17.459,18.67,200.08,6.029,100.0,CRITICAL
Node04,182,14.846,27.328,195.99,2.824,94.4,CRITICAL
Node04,183,15.244,19.552,154.4,6.237,100.0,CRITICAL
Node04,184,15.187,23.371,198.45,7.949,100.0,CRITICAL
Node04,185,12.503,27.912,223.66,8.726,100.0,CRITICAL
Node04,186,20.393,30.057,236.55,6.988,100.0,CRITICAL
Node04,187,13.866,26.667,205.86,5.389,100.0,CRITICAL
Node04,188,20.797,20.32,209.48,8.053,100.0,CRITICAL
Node04,189,20.197,21.236,207.45,3.47,96.6,CRITICAL
Node04,190,21.768,21.618,261.58,6.44,100.0,CRITICAL
Node04,191,18.897,23.19,221.75,3.397,96.3,CRITICAL
Node04,192,19.55,25.361,224.87,2.643,93.8,CRITICAL
Node04,193,18.22,29.121,249.16,3.124,95.4,CRITICAL
Node04,194,21.651,28.93,232.83,9.422,100.0,CRITICAL
